cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effectText,triggerText,rarity,set
OP07-065,Gina,CHARACTER,,1,-,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",2000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-065.png?250701"", ""alt"": ""Gina"", ""localPath"": ""OP07-065.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] If your Leader has the {Foxy Pirates} type and the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and set it as active.""}]}]",,UC,OP07 - 500 Years in the Future
OP07-066,Tony Tony.Chopper,CHARACTER,,2,-,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-066.png?250701"", ""alt"": ""Tony Tony.Chopper"", ""localPath"": ""OP07-066.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,R,OP07 - 500 Years in the Future
OP07-067,Tonjit,CHARACTER,,1,3000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Long Ring Long Land"", ""value"": ""Long Ring Long Land""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-067.png?250701"", ""alt"": ""Tonjit"", ""localPath"": ""OP07-067.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,OP07 - 500 Years in the Future
OP07-068,Hamburg,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-068.png?250701"", ""alt"": ""Hamburg"", ""localPath"": ""OP07-068.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [When Attacking] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,UC,OP07 - 500 Years in the Future
OP07-069,Pickles,CHARACTER,,3,4000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-069.png?250701"", ""alt"": ""Pickles"", ""localPath"": ""OP07-069.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, your {Foxy Pirates} type Characters other than [Pickles] cannot be K.O.'d by your opponent's effects.""}]}]",,C,OP07 - 500 Years in the Future
OP07-070,Big Bun,CHARACTER,,6,7000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Giant"", ""value"": ""Giant""}, {""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-070.png?250701"", ""alt"": ""Big Bun"", ""localPath"": ""OP07-070.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, play up to 1 {Foxy Pirates} type card with a cost of 4 or less from your hand.""}]}]",,UC,OP07 - 500 Years in the Future
OP07-071,Foxy,CHARACTER,,7,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-071.png?250701"", ""alt"": ""Foxy"", ""localPath"": ""OP07-071.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Opponent's Turn] If your Leader has the {Foxy Pirates} type, give all of your opponent's Characters \u22121000 power.[Activate: Main] [Once Per Turn] Add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,R,OP07 - 500 Years in the Future
OP07-071_p1,Foxy,CHARACTER,,7,7000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-071_p1.png?250701"", ""alt"": ""Foxy"", ""localPath"": ""OP07-071_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Opponent's Turn] If your Leader has the {Foxy Pirates} type, give all of your opponent's Characters \u22121000 power.[Activate: Main] [Once Per Turn] Add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,R,OP07 - 500 Years in the Future
OP07-072,Porche,CHARACTER,,3,5000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-072.png?250701"", ""alt"": ""Porche"", ""localPath"": ""OP07-072.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Look at 5 cards from the top of your deck; reveal up to 1 {Foxy Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 purple Character card with 4000 power or less from your hand.""}]}]",,SR,OP07 - 500 Years in the Future
OP07-072_p1,Porche,CHARACTER,,3,5000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-072_p1.png?250701"", ""alt"": ""Porche"", ""localPath"": ""OP07-072_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Look at 5 cards from the top of your deck; reveal up to 1 {Foxy Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 purple Character card with 4000 power or less from your hand.""}]}]",,SR,OP07 - 500 Years in the Future
OP07-073,Monkey.D.Luffy,CHARACTER,,6,7000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-073.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""OP07-073.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] [Once Per Turn] DON!! \u22123 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 3 or more Characters, set this Character as active.""}]}]",,R,OP07 - 500 Years in the Future
OP07-074,Monda,CHARACTER,,2,3000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-074.png?250701"", ""alt"": ""Monda"", ""localPath"": ""OP07-074.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may trash this Character: If your Leader has the {Foxy Pirates} type, add up to 1 DON!! card from your DON!! deck and rest it.""}]}]",,C,OP07 - 500 Years in the Future
OP07-075,Slow-Slow Beam,EVENT,,1,-,[],"[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-075.png?250701"", ""alt"": ""Slow-Slow Beam"", ""localPath"": ""OP07-075.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 each of your opponent's Leader and Character cards \u22122000 power during this turn.""}]}]",,UC,OP07 - 500 Years in the Future
OP07-076,Slow-Slow Beam Sword,EVENT,,2,-,[],"[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-076.png?250701"", ""alt"": ""Slow-Slow Beam Sword"", ""localPath"": ""OP07-076.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] DON!! \u22121 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, rest up to 1 of your opponent's Characters.""}]}]",Add up to 1 DON!! card from your DON!! deck and set it as active.,C,OP07 - 500 Years in the Future
OP07-077,We're Going to Claim the One Piece!!!,EVENT,,1,-,[],"[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Land of Wano"", ""value"": ""Land of Wano""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-077.png?250701"", ""alt"": ""We""re Going to Claim the One Piece!!!"", ""localPath"": ""OP07-077.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] If your Leader has the {Animal Kingdom Pirates} or {Big Mom Pirates} type, look at 5 cards from the top of your deck; reveal up to 1 {Animal Kingdom Pirates} or {Big Mom Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.""}]}]",Activate this card's [Main] effect.,R,OP07 - 500 Years in the Future
OP07-078,Megaton Nine-Tails Rush,EVENT,,3,-,[],"[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-078.png?250701"", ""alt"": ""Megaton Nine-Tails Rush"", ""localPath"": ""OP07-078.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, set up to 1 of your [Foxy] cards as active.""}]}]",Add up to 1 DON!! card from your DON!! deck and set it as active.,C,OP07 - 500 Years in the Future
OP07-079,Rob Lucci,LEADER,5,,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-079.png?250701"", ""alt"": ""Rob Lucci"", ""localPath"": ""OP07-079.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] You may trash 2 cards from the top of your deck: Give up to 1 of your opponent's Characters \u22121 cost during this turn.""}]}]",,L,OP07 - 500 Years in the Future
OP07-079_p1,Rob Lucci,LEADER,5,,5000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-079_p1.png?250701"", ""alt"": ""Rob Lucci"", ""localPath"": ""OP07-079_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] You may trash 2 cards from the top of your deck: Give up to 1 of your opponent's Characters \u22121 cost during this turn.""}]}]",,L,OP07 - 500 Years in the Future
OP07-080,Kaku,CHARACTER,,4,5000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-080.png?250701"", ""alt"": ""Kaku"", ""localPath"": ""OP07-080.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may place 2 cards with a type including \""CP\"" from your trash at the bottom of your deck in any order: Give up to 1 of your opponent's Characters \u22123 cost during this turn.""}]}]",,R,OP07 - 500 Years in the Future
OP07-081,Kalifa,CHARACTER,,4,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-081.png?250701"", ""alt"": ""Kalifa"", ""localPath"": ""OP07-081.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[DON!! x1] [Your Turn] Give all of your opponent's Characters \u22121 cost.""}]}]",,C,OP07 - 500 Years in the Future
OP07-082,Captain John,CHARACTER,,2,3000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}, {""name"": ""Former Rocks Pirates"", ""value"": ""Former Rocks Pirates""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-082.png?250701"", ""alt"": ""Captain John"", ""localPath"": ""OP07-082.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Trash 2 cards from the top of your deck and give up to 1 of your opponent's Characters \u22121 cost during this turn.""}]}]",,UC,OP07 - 500 Years in the Future
OP07-083,Gecko Moria,CHARACTER,,4,5000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-083.png?250701"", ""alt"": ""Gecko Moria"", ""localPath"": ""OP07-083.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Activate: Main] You may place 4 {Thriller Bark Pirates} type cards from your trash at the bottom of your deck in any order: This Character gains [Banish] and +1000 power during this turn.(When this card deals damage, the target card is trashed without activating its Trigger.)""}]}]",,UC,OP07 - 500 Years in the Future
OP07-084,Gismonda,CHARACTER,,2,2000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-084.png?250701"", ""alt"": ""Gismonda"", ""localPath"": ""OP07-084.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]",,C,OP07 - 500 Years in the Future
OP07-085,Stussy,CHARACTER,,9,9000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-085.png?250701"", ""alt"": ""Stussy"", ""localPath"": ""OP07-085.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may trash 1 of your Characters: K.O. up to 1 of your opponent's Characters.""}]}]",,SR,OP07 - 500 Years in the Future
OP07-085_p1,Stussy,CHARACTER,,9,9000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-085_p1.png?250701"", ""alt"": ""Stussy"", ""localPath"": ""OP07-085_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may trash 1 of your Characters: K.O. up to 1 of your opponent's Characters.""}]}]",,SR,OP07 - 500 Years in the Future
OP07-086,Spandam,CHARACTER,,3,4000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-086.png?250701"", ""alt"": ""Spandam"", ""localPath"": ""OP07-086.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Trash 2 cards from the top of your deck and give up to 1 of your opponent's Characters \u22122 cost during this turn.""}]}]",,C,OP07 - 500 Years in the Future
OP07-087,Baskerville,CHARACTER,,3,3000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""World Government"", ""value"": ""World Government""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-087.png?250701"", ""alt"": ""Baskerville"", ""localPath"": ""OP07-087.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Your Turn] If your opponent has a Character with a cost of 0, this Character gains +3000 power.""}]}]",,C,OP07 - 500 Years in the Future
OP07-088,Hattori,CHARACTER,,1,-,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""CP0"", ""value"": ""CP0""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-088.png?250701"", ""alt"": ""Hattori"", ""localPath"": ""OP07-088.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Your Turn] [On Play] Up to 1 of your [Rob Lucci] cards gains +2000 power during this turn.""}]}]",,UC,OP07 - 500 Years in the Future
OP07-089,Maha,CHARACTER,,6,8000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-089.png?250701"", ""alt"": ""Maha"", ""localPath"": ""OP07-089.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",,C,OP07 - 500 Years in the Future
OP07-090,Morgans,CHARACTER,,2,2000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Journalist"", ""value"": ""Journalist""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-090.png?250701"", ""alt"": ""Morgans"", ""localPath"": ""OP07-090.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] Your opponent trashes 1 card from their hand and reveals their hand. Then, your opponent draws 1 card.""}]}]",,C,OP07 - 500 Years in the Future
OP07-091,Monkey.D.Luffy,CHARACTER,,5,6000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-091.png?250701"", ""alt"": ""Monkey.D.Luffy"", ""localPath"": ""OP07-091.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[When Attacking] Trash up to 1 of your opponent's Characters with a cost of 2 or less. Then, place any number of Character cards with a cost of 4 or more from your trash at the bottom of your deck in any order. This Character gains +1000 power during this turn for every 3 cards placed at the bottom of your deck.""}]}]",,R,OP07 - 500 Years in the Future
OP07-092,Joseph,CHARACTER,,1,2000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-092.png?250701"", ""alt"": ""Joseph"", ""localPath"": ""OP07-092.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may place 2 cards with a type including \""CP\"" from your trash at the bottom of your deck in any order: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.""}]}]",,UC,OP07 - 500 Years in the Future
OP07-093,Rob Lucci,CHARACTER,,5,6000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-093.png?250701"", ""alt"": ""Rob Lucci"", ""localPath"": ""OP07-093.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] You may place 3 cards from your trash at the bottom of your deck in any order: Your opponent trashes 1 card from their hand. Then, you may place up to 1 card from your opponent's trash at the bottom of their deck.""}]}]",,R,OP07 - 500 Years in the Future
OP07-094,Shave,EVENT,,1,-,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-094.png?250701"", ""alt"": ""Shave"", ""localPath"": ""OP07-094.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 10 or more cards in your trash, return up to 1 of your Characters with a type including \""CP\"" to the owner's hand.""}]}]",Return up to 1 of your Characters to the owner's hand.,UC,OP07 - 500 Years in the Future
OP07-095,Iron Body,EVENT,,2,-,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-095.png?250701"", ""alt"": ""Iron Body"", ""localPath"": ""OP07-095.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, if you have 10 or more cards in your trash, that card gains an additional +2000 power during this battle.""}]}]",Up to 1 of your Leader or Character cards gains +1000 power during this turn.,C,OP07 - 500 Years in the Future
OP07-096,Tempest Kick,EVENT,,1,-,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-096.png?250701"", ""alt"": ""Tempest Kick"", ""localPath"": ""OP07-096.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Main] Draw 1 card. Then, if you have 10 or more cards in your trash, give up to 1 of your opponent's Characters \u22123 cost during this turn.""}]}]",K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,R,OP07 - 500 Years in the Future
OP07-097,Vegapunk,LEADER,2,,5000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-097.png?250701"", ""alt"": ""Vegapunk"", ""localPath"": ""OP07-097.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""This Leader cannot attack.[Activate: Main] [Once Per Turn] \u2460 (You may rest the specified number of DON!! cards in your cost area.): Select up to 1 {Egghead} type card with a cost of 5 or less from your hand and play it or add it to the top of your Life cards face-up.""}]}]",,L,OP07 - 500 Years in the Future
OP07-097_p1,Vegapunk,LEADER,2,,5000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-097_p1.png?250701"", ""alt"": ""Vegapunk"", ""localPath"": ""OP07-097_p1.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""This Leader cannot attack.[Activate: Main] [Once Per Turn] \u2460 (You may rest the specified number of DON!! cards in your cost area.): Select up to 1 {Egghead} type card with a cost of 5 or less from your hand and play it or add it to the top of your Life cards face-up.""}]}]",,L,OP07 - 500 Years in the Future
OP07-098,Atlas,CHARACTER,,5,6000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-098.png?250701"", ""alt"": ""Atlas"", ""localPath"": ""OP07-098.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""If you have less Life cards than your opponent, this Character cannot be K.O.'d in battle.""}]}]","If your Leader is [Vegapunk], play this card.",UC,OP07 - 500 Years in the Future
OP07-099,Usopp,CHARACTER,,1,2000,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-099.png?250701"", ""alt"": ""Usopp"", ""localPath"": ""OP07-099.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""-""}]}]",Up to 1 of your {Egghead} type Leader or Character cards gains +2000 power until the end of your next turn.,C,OP07 - 500 Years in the Future
OP07-100,Edison,CHARACTER,,4,5000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-100.png?250701"", ""alt"": ""Edison"", ""localPath"": ""OP07-100.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[On Play] If you have 2 or less Life cards, draw 2 cards and trash 2 card from your hand.""}]}]","If your Leader is [Vegapunk], play this card.",C,OP07 - 500 Years in the Future
OP07-101,Shaka,CHARACTER,,5,6000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-101.png?250701"", ""alt"": ""Shaka"", ""localPath"": ""OP07-101.jpg""}]","[{""type"": ""paragraph"", ""children"": [{""text"": ""[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)""}]}]","If your Leader is [Vegapunk], play this card.",UC,OP07 - 500 Years in the Future
