cardId,name,cardType,life,cost,power,attributes,traits,counter,colors,images,effect_description,trigger_description,has_trigger,trigger_effect,rarity,set
OP07-055,Snake Dance,EVENT,,2,4000,[],"[{""name"": ""Kuja Pirates"", ""value"": ""Kuja Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-055.png?250701"", ""artist"": """", ""is_default"": true}]",,You may return 1 of your Characters to the owner's hand: Return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand.,True,,C,OP07 - 500 Years in the Future
OP07-056,Slave Arrow,EVENT,,1,4000,[],"[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Kuja Pirates"", ""value"": ""Kuja Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-056.png?250701"", ""artist"": """", ""is_default"": true}]",,Draw 2 cards and place 2 cards from your hand at the bottom of your deck in any order.,True,,C,OP07 - 500 Years in the Future
OP07-057,Perfume Femur,EVENT,,2,2000,[],"[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Kuja Pirates"", ""value"": ""Kuja Pirates""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-057.png?250701"", ""artist"": """", ""is_default"": true}]",,Draw 1 card.,True,,C,OP07 - 500 Years in the Future
OP07-058,Island of Women,STAGE,,1,,[],"[{""name"": ""Amazon Lily"", ""value"": ""Amazon Lily""}]",-,"[{""name"": ""Blue"", ""value"": ""Blue""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-058.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-060,Itomimizu,CHARACTER,,3,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-060.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-061,Vinsmoke Sanji,CHARACTER,,1,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Kingdom of GERMA"", ""value"": ""Kingdom of GERMA""}, {""name"": ""The Vinsmoke Family"", ""value"": ""The Vinsmoke Family""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-061.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-062,Vinsmoke Reiju,CHARACTER,,1,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Kingdom of GERMA"", ""value"": ""Kingdom of GERMA""}, {""name"": ""The Vinsmoke Family"", ""value"": ""The Vinsmoke Family""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-062.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-063,Capote,CHARACTER,,3,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-063.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-064,Sanji,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-064.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-064_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-065,Gina,CHARACTER,,1,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",2000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-065.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-066,Tony Tony.Chopper,CHARACTER,,2,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-066.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-067,Tonjit,CHARACTER,,1,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Long Ring Long Land"", ""value"": ""Long Ring Long Land""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-067.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-068,Hamburg,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-068.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-069,Pickles,CHARACTER,,3,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-069.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-070,Big Bun,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Giant"", ""value"": ""Giant""}, {""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-070.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-071,Foxy,CHARACTER,,7,22121000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-071.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-071_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-072,Porche,CHARACTER,,3,4000,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-072.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-072_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-073,Monkey.D.Luffy,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-073.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-074,Monda,CHARACTER,,2,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",1000,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-074.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-075,Slow-Slow Beam,EVENT,,1,22122000,[],"[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-075.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-076,Slow-Slow Beam Sword,EVENT,,2,2000,[],"[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-076.png?250701"", ""artist"": """", ""is_default"": true}]",,Add up to 1 DON!! card from your DON!! deck and set it as active.,True,,C,OP07 - 500 Years in the Future
OP07-077,We're Going to Claim the One Piece!!!,EVENT,,1,,[],"[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Land of Wano"", ""value"": ""Land of Wano""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-077.png?250701\"", \""alt\"": \""We\""re Going to Claim the One Piece!!!\"", \""localPath\"": \""OP07-077.jpg\""}]"", ""artist"": """", ""is_default"": true}]",,Activate this card's [Main] effect.,True,,C,OP07 - 500 Years in the Future
OP07-078,Megaton Nine-Tails Rush,EVENT,,3,,[],"[{""name"": ""Foxy Pirates"", ""value"": ""Foxy Pirates""}]",-,"[{""name"": ""Purple"", ""value"": ""Purple""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-078.png?250701"", ""artist"": """", ""is_default"": true}]",,Add up to 1 DON!! card from your DON!! deck and set it as active.,True,,C,OP07 - 500 Years in the Future
OP07-080,Kaku,CHARACTER,,4,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-080.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-081,Kalifa,CHARACTER,,4,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-081.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-082,Captain John,CHARACTER,,2,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}, {""name"": ""Former Rocks Pirates"", ""value"": ""Former Rocks Pirates""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-082.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-083,Gecko Moria,CHARACTER,,4,1000,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""The Seven Warlords of the Sea"", ""value"": ""The Seven Warlords of the Sea""}, {""name"": ""Thriller Bark Pirates"", ""value"": ""Thriller Bark Pirates""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-083.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-084,Gismonda,CHARACTER,,2,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-084.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-085,Stussy,CHARACTER,,9,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-085.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-085_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-085_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,,False,,C,OP07 - 500 Years in the Future
OP07-086,Spandam,CHARACTER,,3,,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-086.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-087,Baskerville,CHARACTER,,3,3000,"[{""name"": ""Slash"", ""value"": ""Slash""}]","[{""name"": ""World Government"", ""value"": ""World Government""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-087.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-088,Hattori,CHARACTER,,1,2000,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""CP0"", ""value"": ""CP0""}]",2000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-088.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-089,Maha,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-089.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-090,Morgans,CHARACTER,,2,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Journalist"", ""value"": ""Journalist""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-090.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-092,Joseph,CHARACTER,,1,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-092.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-093,Rob Lucci,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""CP0"", ""value"": ""CP0""}]",1000,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-093.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-094,Shave,EVENT,,1,2000,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-094.png?250701"", ""artist"": """", ""is_default"": true}]",,Return up to 1 of your Characters to the owner's hand.,True,,C,OP07 - 500 Years in the Future
OP07-095,Iron Body,EVENT,,2,4000,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-095.png?250701"", ""artist"": """", ""is_default"": true}]",,Up to 1 of your Leader or Character cards gains +1000 power during this turn.,True,,C,OP07 - 500 Years in the Future
OP07-096,Tempest Kick,EVENT,,1,,[],"[{""name"": ""CP9"", ""value"": ""CP9""}]",-,"[{""name"": ""Black"", ""value"": ""Black""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-096.png?250701"", ""artist"": """", ""is_default"": true}]",,K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,True,,C,OP07 - 500 Years in the Future
OP07-098,Atlas,CHARACTER,,5,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-098.png?250701"", ""artist"": """", ""is_default"": true}]",,"If your Leader is [Vegapunk], play this card.",True,,C,OP07 - 500 Years in the Future
OP07-099,Usopp,CHARACTER,,1,,"[{""name"": ""Ranged"", ""value"": ""Ranged""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-099.png?250701"", ""artist"": """", ""is_default"": true}]",,Up to 1 of your {Egghead} type Leader or Character cards gains +2000 power until the end of your next turn.,True,,C,OP07 - 500 Years in the Future
OP07-101,Shaka,CHARACTER,,5,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-101.png?250701"", ""artist"": """", ""is_default"": true}]",,"If your Leader is [Vegapunk], play this card.",True,,C,OP07 - 500 Years in the Future
OP07-102,Jinbe,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Fish-Man"", ""value"": ""Fish-Man""}, {""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-102.png?250701"", ""artist"": """", ""is_default"": true}]",,Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand and add this card to your hand.,True,,C,OP07 - 500 Years in the Future
OP07-103,Tony Tony.Chopper,CHARACTER,,2,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-103.png?250701"", ""artist"": """", ""is_default"": true}]",,"Up to 1 of your {Egghead} type Characters gains [Blocker] during this turn. Then, add this card to your hand.",True,,C,OP07 - 500 Years in the Future
OP07-104,Nico Robin,CHARACTER,,3,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-104.png?250701"", ""artist"": """", ""is_default"": true}]",,"If your Leader has the {Egghead} type, draw 2 cards.",True,,C,OP07 - 500 Years in the Future
OP07-105,Pythagoras,CHARACTER,,5,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-105.png?250701"", ""artist"": """", ""is_default"": true}]",,"If your Leader is [Vegapunk], play this card.",True,,C,OP07 - 500 Years in the Future
OP07-106,Fuza,CHARACTER,,4,,"[{""name"": ""Special"", ""value"": ""Special""}]","[{""name"": ""Animal"", ""value"": ""Animal""}, {""name"": ""Sky Island"", ""value"": ""Sky Island""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-106.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-107,Franky,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",2000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-107.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-107_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,"Draw 1 card. Then, if you have 1 or less Life cards, play this card.",True,,C,OP07 - 500 Years in the Future
OP07-108,Vega Force 01,CHARACTER,,4,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-108.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-109,Monkey.D.Luffy,CHARACTER,,5,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""The Four Emperors"", ""value"": ""The Four Emperors""}, {""name"": ""Egghead"", ""value"": ""Egghead""}, {""name"": ""Straw Hat Crew"", ""value"": ""Straw Hat Crew""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-109.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-109_p1.png?250701"", ""artist"": """", ""is_default"": false}, {""label"": ""p2"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-109_p2.png?250701"", ""artist"": """", ""is_default"": false}]",,K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,True,,C,OP07 - 500 Years in the Future
OP07-110,York,CHARACTER,,5,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",1000,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-110.png?250701"", ""artist"": """", ""is_default"": true}]",,"If your Leader is [Vegapunk], play this card.",True,,C,OP07 - 500 Years in the Future
OP07-111,Lilith,CHARACTER,,3,,"[{""name"": ""Wisdom"", ""value"": ""Wisdom""}]","[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-111.png?250701"", ""artist"": """", ""is_default"": true}, {""label"": ""p1"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-111_p1.png?250701"", ""artist"": """", ""is_default"": false}]",,"If your Leader is [Vegapunk], play this card.",True,,C,OP07 - 500 Years in the Future
OP07-112,Lucy,CHARACTER,,6,,"[{""name"": ""Strike"", ""value"": ""Strike""}]","[{""name"": ""Dressrosa"", ""value"": ""Dressrosa""}, {""name"": ""Revolutionary Army"", ""value"": ""Revolutionary Army""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-112.png?250701"", ""artist"": """", ""is_default"": true}]",,,False,,C,OP07 - 500 Years in the Future
OP07-114,He Possesses the World's Most Brilliant Mind,EVENT,,1,,[],"[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""[{\""url\"": \""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-114.png?250701\"", \""alt\"": \""He Possesses the World\""s Most Brilliant Mind\"", \""localPath\"": \""OP07-114.jpg\""}]"", ""artist"": """", ""is_default"": true}]",,Draw 1 card.,True,,C,OP07 - 500 Years in the Future
OP07-115,I Re-Quasar Helllp!!,EVENT,,1,3000,[],"[{""name"": ""Scientist"", ""value"": ""Scientist""}, {""name"": ""Egghead"", ""value"": ""Egghead""}]",-,"[{""name"": ""Yellow"", ""value"": ""Yellow""}]","[{""label"": ""default"", ""image_url"": ""https://en.onepiece-cardgame.com/images/cardlist/card/OP07-115.png?250701"", ""artist"": """", ""is_default"": true}]",,Play up to 1 of your {Egghead} type Character cards with a cost of 5 or less from your trash.,True,,C,OP07 - 500 Years in the Future
